numero_de_inscripcion|numero_de_inscripcion_antiguo|seccion|nombre|nombre_generico|fecha_de_inscripcion|tipo_de_entidad|confesion|subconfesion|ambito|domicilio|poblacion|provincia|codigo_postal|comunidad_autonoma|correo_electonico|web|representantes_legales|federaciones
000523|190-SE/F|Sección Especial (Fundaciones)|FUNDACION AMICS D´EMILIE DE VILLENEUVE RED AZUL DE SOLIDARIDAD||19990920|FUNDACIÓN||||MARQUESA DE VILLALONGA, 19|BARCELONA|BARCELONA|8017|CATALUÑA|||ARMANDO CUENCA DIAZ,FELICITAS CEMBRANOS NISTAL,INMACULADA DIEZ BENITO,JESUS COROMINAS MALET,JOAN AMAT CARBONELL,JOSE LUIS TORRES GARCIA,JUSTINA MUÑOZ CIBRIAN,Mª JESUS MIGUEL MIGUEL,NEUS DUXANS MARILACH,TOMAS GONZALEZ ROIG|
000776|282-SE/F|Sección Especial (Fundaciones)|FUNDACION ANGEL NOGUERA ALEGRE||20060424|FUNDACIÓN||||SANT MAGI, 76|MANRESA|BARCELONA|00000|CATALUÑA|||GASPAR PUIG VILADRICH,JOSEP MARIA RIBA FARRES,narcis riba codina|
000406|146-SE/F|Sección Especial (Fundaciones)|FUNDACION ARZOBISPO MIGUEL ROCA||19970404|FUNDACIÓN||||PADRE ESTEBAN PERNET, 1|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||ANTONIO CAÑIZARES LLOVERA,CARLOS CHOVA MORAN ,Concepción SILVESTRE BLANCH,FRANCISCA RAGA QUILES,IGNACIO GRANDE BALLESTEROS ,ISIDRO ROYO MIQUEL|
000891|332-SE/F|Sección Especial (Fundaciones)|FUNDACION ASCENSION BALDOVI BELTRAN||20100421|FUNDACIÓN||||PLAZA DE SAN PEDRO, 1|SUECA|VALENCIA|00000|COMUNIDAD VALENCIANA|||ALVARO ALMENAR PICALLO,ARTURO FOS MARTI,DIEGO-VICENTE FERRANDIZ PASCUAL,FRANCISCA AROCA BERNABEU,VICENTE FONTESTAD PASTOR|
000353|127-SE/F|Sección Especial (Fundaciones)|FUNDACION ASILO DE ANCIANOS DE MONDOÑEDO||19941014|FUNDACIÓN||||JOSE MARIA PARDO, S/N|MONDOÑEDO|LUGO|00000|GALICIA|||JOSE GEA ESCOLADO|
000531|192-SE/F|Sección Especial (Fundaciones)|FUNDACION ASILO DE ANCIANOS MI CASA||19991123|FUNDACIÓN||||CORUÑA,  57|EL FERROL|LA CORUÑA|00000|GALICIA|||JOSE GEA ESCOLANO|
000586|210-SE/F|Sección Especial (Fundaciones)|FUNDACION ASUNCION BUCETA SIEIRO||20010525|FUNDACIÓN||||PLAZA DE LA INMACULADA, 5  (CASA RECTORAL PARROQUIA DE SAN PEDRO DE LANTAÑO)|SANTIAGO DE COMPOSTELA|LA CORUÑA|00000|GALICIA|||ALFONSO LAFUENTE REGO,BARTOLOME SANCHEZ CANALS,FRANCISCO VAZQUEZ ABALO,JOSE BARREIRO GONTAD,JULIAN BARRIO BARRIO,MANUEL COLLAZO PORTO|
000544|196-SE/F|Sección Especial (Fundaciones)|FUNDACION ASUNCION VALENTINA GONZALVEZ VALSERA||20000413|FUNDACIÓN||||ARCO DE PALACIO, 3           (PARROQUIA DE TALARRUBIAS)|TOLEDO|TOLEDO|00000|CASTILLA LA MANCHA|||FRANCISCO ALVAREZ MARTINEZ,FRANCISCO GONZALVEZ RODRIGUEZ,MANUELA GONZALVEZ RODRIGUEZ,PERPETUO RODRIGUEZ GARCIA,RAMON GONZALVEZ RUIZ|
001059|395-SE/F|Sección Especial (Fundaciones)|FUNDACION AYUDA A LA IGLESIA NECESITADA||20140326|FUNDACIÓN||||FERRER DEL RIO, 14, LOCAL.|MADRID|MADRID|28028|MADRID|||Antonio SAINZ DE VICUÑA Y BARROSO,FRANCISCO JAVIER MENENDEZ ROS|
000566|204-SE/F|Sección Especial (Fundaciones)|FUNDACION AÑO 2000||20010119|FUNDACIÓN||||AVENIDA DE VENEZUELA, 7|GUADALAJARA|GUADALAJARA|00000|CASTILLA LA MANCHA|||EUSEBIO ALONSO SANZ,ISABEL SANCHEZ FERNANDEZ,JOSE SANCHEZ GONZALEZ,JOSE MAGAÑA ROMERA,NARCISO AGUDO ENCABO,RICARDO GONZALEZ ROZAS,ROBERTO LANDA OCHOA DE RETANA|
000211|75-SE/F|Sección Especial (Fundaciones)|FUNDACION BALMESIANA||19900605|FUNDACIÓN||||DURAN y  BAS,  9, 2º|BARCELONA|BARCELONA|00000|CATALUÑA|||PEDRO SUÑER PUIG|
001066|398-SE/F|Sección Especial (Fundaciones)|FUNDACION BEATO MANUEL LOZANO GARRIDO "FUNDACION LOLO"||20140509|FUNDACIÓN||||VIRIATO, 27-3º IZDA.|LINARES|JAÉN|23700|ANDALUCIA|||AGUSTIN VAZQUEZ CEES,ALBERTO LOPEZ POVEDA,ANDRES BOTELLA JIMENEZ,ANTONIO MALDONADO TRIGUEROS,CARLOS CHAMORRO PEREZ,FRANCISCO MONTORO OSUNA,JOSE UTRERA INFANTES,JOSE MOYA CABRERA,JOSE SOLER MARTINEZ,JUAN FERNANDEZ GUTIERREZ,MARIA DE LOS REMEDIOS JODAR CASTAÑO,PEDRO VALCALCER PINO,RAMON DEL HOYO LOPEZ|
000984|374-SE/F|Sección Especial (Fundaciones)|FUNDACION BENEDICTO XVI PARA LA EDUCACION||20121120|FUNDACIÓN||||ARROYO DE LOS VIALES, 4|TORRELODONES|MADRID|00000|MADRID|||ANTONIO MARIA ROUCO VARELA,GABRIEL MARIA GARCIA SERRANO,IGNACIO TORNOS INZA|
000987|375-SE/F|Sección Especial (Fundaciones)|FUNDACION BENEFICO-CARITATIVA SEVERIANO ROSADO DAVILA||20121120|FUNDACIÓN||||PLAZA DE SANTA MARIA, 1|10003 CACERES|CÁCERES|00000|EXTREMADURA|||CEFERINO HERAS CAMBERO, DE LAS,DIEGO ZAMBRANO LOPEZ,FRANCISCO CERRO CHAVES,JOSE ANTONIO FUENTES CABALLERO,MARIA LUISA GARCIA POLO,RAMON DE LA TRINIDAD PIÑERO MARIÑO|
000790|288-SE/F|Sección Especial (Fundaciones)|FUNDACION BON PASTOR||20060720|FUNDACIÓN||||ES DEGOLLADOR, 20|CIUTADELLA|BALEARES|00000|BALEARES|||RAFAEL PORTELLA MOLL|
023350||Sección Especial (Fundaciones)|FUNDACION CABANELLAS||20170428|FUNDACIÓN||||SANT FRANCESC D ASSIS 25|MATARO|BARCELONA|08301|CATALUÑA|mromaguera@arqbcn.cat||SEGISMUNDO GARCIA RAMIRO|
000571|206-SE/F|Sección Especial (Fundaciones)|FUNDACION CALASANZ-SAN VICENTE||20010214|FUNDACIÓN||||PLAZA DE LA CONSTITUCION, 2|BARBASTRO|HUESCA|00000|ARAGÓN|||ANTONIO DIESTE NAVARRO,CRISPIN MEGINO RILLO,INMACULADA LADRERO IBRAIN,OLIVA-CELIA MARTINEZ REÑONES,PILAR BIELSA PANO,PRIMITIVO ARNÁEZ GONZALO|
022973||Sección Especial (Fundaciones)|FUNDACION CANA||20160406|FUNDACIÓN||||AVDA. DE EUROPA,6|POZUELO DE ALARCON|MADRID|28224|MADRID|||Jesús HIGUERAS ESTEBAN,Maria GOICOERROETEA SARRI,Maria HORNEDO MUGUIRO,Patricia  ENA DE LA CUESTA,Rosario OSBORNE COLOMA|
001049|391-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA "CASA DEL SAGRADO CORAZON"||20131024|FUNDACIÓN||||SANTA MARIA,18-20|MALAGA|MÁLAGA|00000|ANDALUCIA|||Francisco José SANCHEZ HERAS,Gabriel LEAL SALAZAR,Jesús CATALA IBAÑEZ,María Antonia HIDALGO PEREZ,María del Carmen GIL DELGADO TEMBOURY,Patricio Jesús FUENTES MALTES|
000904|338-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA "CENTRO DE ORIENTACION FAMILIAR JUAN PABLO II"||20100702|FUNDACIÓN||||PLAZA DE LA SEO, 5|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||CARLOS ESCRIBANO SUBIAS,FERNANDO NAVAS SANZ,JUAN MARIANO GONZALEZ VILLELLAS,JULIAN RUIZ MARTORELL,MANUEL UREÑA PASTOR,MARIA SOLEDAD GIL PEREZ,MARIA TERESA PUEYO MORER,NOEMI ENCARNACION GONZALEZ GENOVES|
022232||Sección Especial (Fundaciones)|FUNDACION CANONICA "EL BUEN PASTOR"||20141029|FUNDACIÓN||||MONZON, 27|ZARAGOZA|ZARAGOZA|50007|ARAGÓN|||ELISA DEL POZO SANZ,FERNANDO MUÑOZ FERNANDEZ,JOSE MARIA ANDREU SANZ,LUIS GOMEZ LABRADOR,MARIA PILAR DOÑATE HERNANDEZ,MIGUEL MARTINEZ DIAZ,RAFAEL LOPEZ MARTINEZ|
022957||Sección Especial (Fundaciones)|FUNDACION CANONICA "NUESTRA SEÑORA DE LA ASUNCION DE VILLAFRANCA DE LOS CABALLEROS"||20160518|FUNDACIÓN||||Velarde, 21|VILLAFRANCA DE LOS CABALLEROS|TOLEDO|45730|CASTILLA LA MANCHA|||Anastasio  GOMEZ HIDALGO|
022489||Sección Especial (Fundaciones)|FUNDACION CANONICA "NUESTRA SEÑORA DE LA PAZ"||20150525|FUNDACIÓN||||Camino de Torrijos, s/n|Portillo de Toledo|TOLEDO|45112|CASTILLA LA MANCHA|||BRAULIO RODRIGUEZ PLAZA,FELIX GONZALEZ DIAZ,FILOMENA RODRIGUEZ SABOYA,FRANCISCO JAVIER HERNANDEZ MARTIN,JOSE ANGEL FERNANDEZ GONZALEZ,JOSE IGNACIO GOMEZ LOPEZ,PEDRO TEJADA LAXALDE,RUBEN CARRASCO RIVERA,YOLANDA GOMEZ LOPEZ|
023565||Sección Especial (Fundaciones)|FUNDACION CANONICA "SAGRADO CORAZON DE JESUS DE MENTRIDA"||20170714|FUNDACIÓN||||Iglesia, 4|MENTRIDA|TOLEDO|45930|CASTILLA LA MANCHA|||Anastasio  GOMEZ HIDALGO,Juan Carlos LOPEZ MARTIN,Miguel Angel Díez-Madroñero Moreno|
023722||Sección Especial (Fundaciones)|FUNDACION CANONICA AUTONOMA "ARIZMENDIARRIETA KRISTAU FUNDAZIOA"||20171031|FUNDACIÓN||||ITURRIOZ, 43, BAJO|ARRASATE|GUIPUZCOA|20500|PAIS VASCO|javieronate@notariado.org||Juan Manuel SINDE OYARZABAL|
022977||Sección Especial (Fundaciones)|FUNDACION CANONICA AUTONOMA DE CENTROS DIOCESANOS "ANTONIO AÑOVEROS"||20160429|FUNDACIÓN||||VIRGEN DE BEGOÑA, 38|BILBAO|VIZCAYA|48006|PAIS VASCO|||Angel María UNZUETA ZAMALLOA,Galo BILBAO ALBERDI,Javier LAISECA MONEO,Jose María ZIARRUSTA ABASOLO,José HERNANDEZ DUÑABEITIA,José Miguel ARAMBURU EGUIZABAL,Juan Ignacio GOMEZA VILLA,Juan Manuel SECO ESCARTIN,Lander INTXAUSTI ARRIOLABENGOA,Mario ICETA GABICAGOGEASCOA,Nerea Begoña LOPATEGUI|
000893|333-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA AUTONOMA GOICOURIA||20100421|FUNDACIÓN||||BAILEN, 29|BILBAO|VIZCAYA|00000|PAIS VASCO|||GEMMA LARRAZABAL EGUIA,IÑIGO IRIARTE LEJARRAGA,JOSE MARIA ARIETAARAUÑABEÑA BUSTINZA,LUCIA ESTAFANA CERDA REOYO,XABIER GOICOURIA ZULOAGA|
000670|241-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA AUTONOMA MARCELO GANGOITI||20030711|FUNDACIÓN||||SAN JUAN, 10|MUSKIZ|VIZCAYA|48550|PAIS VASCO|||Angel María UNZUETA ZAMALLOA|
023168||Sección Especial (Fundaciones)|FUNDACION CANONICA AUTONOMA URKIOLA FUNDAZIOA||20161031|FUNDACIÓN||||SANTUARIO DE SAN ANTONIO|ABADIÑO|GUIPUZCOA||PAIS VASCO|||Angel ARBONIES ORTIZ,Carlos  BARGOS CUCO,Felicitas MARTIN FERNANDEZ,Gaspar MARTINEZ FERNANDEZ DE LARRINOA,José Agustín MAIZ ALCORTA,Nerea  BEGOÑA LOPATEGUI,Pedro  LARREA ANGULO|
023171||Sección Especial (Fundaciones)|FUNDACION CANONICA CRISTO DE RIVAS||20161031|FUNDACIÓN||||MADRE DE DIOS, 31|MADRID|MADRID|28016|MADRID|cgarciacruz@solaf.es||Jesús, de la CRUZ TOLEDANO,Jose SAINZ ARMADA,Paloma PRIMO DE RIVERA GARCIA-LOMAS,Pilar SAINZ ARMADA|
000912|342-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA DR. JOSEP GUARDIET||20110517|FUNDACIÓN||||PINTOR COELLO, 7|RUBI|BARCELONA|8191|CATALUÑA|||Albert Cameron Fabra,Alfred Casanova.,Antoni Pi Muntanyola,Jesús Cañas García,Josep Claret Pujol|
000856|317-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA EL REFUGIO||20090130|FUNDACIÓN||||CRESPO DE AGÜERO, 1-5|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||FELIX-MIGUEL RODRIGUEZ RICO,JUAN-MANUEL TOBIA ROLDAN,MANUEL-FRANCISCO-PEDRO MARQUETA ARIAS|
000943|355-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA MARTIN CABELLO||20111027|FUNDACIÓN||||LOS REMEDIOS, 21|SONSECA|TOLEDO|00000|CASTILLA LA MANCHA|||Braulio Rodríguez Plaza,Esteban Martín Martín-Tereso,Josep MARTORELL SERRA,José Carlos ARELLANO ORTEGA,Juan Carlos PALENCIA SANCHEZ|
023569||Sección Especial (Fundaciones)|FUNDACION CANONICA NUESTRA SEÑORA DE LOS INFANTES DE TOLEDO||20170728|FUNDACIÓN||||Avenida Europa, 12|TOLEDO|TOLEDO|45003|CASTILLA LA MANCHA|anastasiogh@gmail.com||Alfonso ALCAÑIZ PERALES,Alfredo GARCIA GONZALEZ,Anastasio GOMEZ HIDALGO,Angel José REDONDO SEGOVIA,Braulio RODRIGUEZ PLAZA,Eduardo Enrique PARRA FERNANDEZ-SANTOS,Juan Emilio TACERO OLIVA,Miguel  SANCHEZ TORREJON,Pablo  SIERRA LOPEZ,Sebastian VILLALOBOS ZARAGOZA|
000667|240-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA PRIVADA REAL MONASTERIO DE SANTA MARIA DE POBLET||20030619|FUNDACIÓN||||PLAZA CORONA DE ARAGON,  11|POBLET|TARRAGONA|00000|CATALUÑA|||JOSE MARIA BRICALL MASIP|
000748|271-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA SANTIAGO EL MAYOR||20050623|FUNDACIÓN||||PLAZA SOLAR DE LA ANTEQUERA, 3|TOLEDO|TOLEDO|00000|CASTILLA LA MANCHA|||ANTONIO CAÑIZARES LLOVERA,Jesús GOMEZ-GORDO CONSENTINO,María-Victoria GILABERT POLO,Sebastian VILLALOBOS ZARAGOZA|
000541|195-SE/F|Sección Especial (Fundaciones)|FUNDACION CANONICA VENECIA||20000331|FUNDACIÓN||||FRAY JULIAN GARCES, 100-106|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||ANTONIO GONZALEZ JIMENEZ,DAMASO CHOCARRO MARTIN,FRANCISCO CRUZ CEJUDO,JAVIER DE VAL BRIEBA,JAVIER CHUECA CASTELLOTE,LUIS MIGUEL GAN LOPEZ,MARIA PILAR DE LA VICTORIA GODOY,PEDRO POZA NAVARRO|
000288|104-SE/F|Sección Especial (Fundaciones)|FUNDACION CAPELLANIA DE DON JUSTO-PASTOR DE ASTEGUIETA||19920525|FUNDACIÓN||||FRAY ZACARIAS MARTINEZ, 2.|VITORIA|ÁLAVA|00000|PAIS VASCO|||JOSE MARIA LARRAURI LAFUENTE|
001046|390-SE/F|Sección Especial (Fundaciones)|FUNDACION CAPELLANIA TORRES-LINARES||20130719|FUNDACIÓN||||HILARIO MARCO, 11|CAZORLA|JAÉN|23470|ANDALUCIA|||ANTONIO VELA ARANDA,JOSE ANTONIO MAROTO EXPOSITO,MANUEL ALFONSO PEREZ GALAN,RAMON DEL HOYO LOPEZ|
000232|83-SE/F|Sección Especial (Fundaciones)|FUNDACION CARDENAL SPINOLA DE LUCHA CONTRA EL PARO||19900903|FUNDACIÓN||||PLAZA VIRGEN DE LOS REYES, S/N|SEVILLA|SEVILLA|00000|ANDALUCIA|||ALFREDO ALVAREZ TELLO,EMILIO BARREDO DE VALENZUELA,ISACIO SIGUERO MUÑOZ,Juan Enrique LLIMONA BECERRA,MANUEL LUIS GONGORA GARCIA,MARIA JESUS GIL PEREZ,PILAR CHINCHILLA AVILA,VICENTE RAMOS GIRON|
000084|29-SE/F|Sección Especial (Fundaciones)|FUNDACION CARDENAL VIDAL I  BARRAQUER||19870704|FUNDACIÓN||||SANT GERVASI DE CASSOLES, 88|BARCELONA|BARCELONA|00000|CATALUÑA|||ANTONI BOBE I MALLAT,CARME TORT-MARTORELL I LLABRES,JAUME AGUILAR I MATAS,JAUME AYMAR I RAGOLTA,JOAN BOTAM I CASALS,JORDI ROGLA DE LEUW,JORDI FONT I RODON,JOSEP PIFARRE I PAREDERO,JOSEP MARIA CAROL I ANDREU,M.TERESA ANGUERA I ARGILAGA,MAITE VALLS I MARTI,MANUEL CLARET I NONELL,MARGARIDA BOFARULL I BUÑUEL,MIQUEL BARBARA I ANGLES,MIQUEL CASAS I BRUGUE,MIREIA POCH I GAUDIER,PERE BORRAS I DURAN,SALVADOR BACARDIT FIGOLS|
000281|101-SE/F|Sección Especial (Fundaciones)|FUNDACION CARDENAL VIDALY BARRAQUER||19920406|FUNDACIÓN||||PLAZA PALACIO, 2|TARRAGONA|TARRAGONA|00000|CATALUÑA|||DANIEL SOBRADILLO CARDONA,JAUME PUJOL BALCELLS,JOAQUIM FORTUNY VIZCARRO,ROSALIA GRAS MINGUELLA,SANTIAGO SORO ROCA|
000250|90-SE/F|Sección Especial (Fundaciones)|FUNDACION CARITATIVA PARA LA TERCERA EDAD||19901126|FUNDACIÓN||||REINA DOÑA GERMANA, 37|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||José VERDEGUER GARCIA|
000815|298-SE/F|Sección Especial (Fundaciones)|FUNDACION CARLOS SORIANO||20070614|FUNDACIÓN||||MAESTRO NAVILLO, 2|MOLINA DE SEGURA|MURCIA|00000|MURCIA|||ANTONIO ESPALLARDO JORQUERA,JOSE LOPEZ GARCIA,JUAN  VICENTE CANTERO,MARIA BELEN PACHON CRESPO,NICOLAS POYATO BERNABE,RAMON JARA GIL|
000512|186-SE/F|Sección Especial (Fundaciones)|FUNDACION CASA DE CARIDAD LA ENCARNACION||19990629|FUNDACIÓN||||HONDA, 11|CULLAR|GRANADA|00000|ANDALUCIA|||AMPARO CASADO ARANDA,Alonso SEGURA LOPEZ,JOSE MANUEL SUAREZ FERNANDEZ,Rosa Ester LOPEZ FAJARDO|
000272|98-SE/F|Sección Especial (Fundaciones)|FUNDACION CASA DE ESPIRITUALIDAD Y PASTORAL JUVENIL BARADELLO DE  MOYA MARIOLA||19910918|FUNDACIÓN||||SANT MATEU, 1, PISO 3º|ALCOY|ALICANTE|00000|COMUNIDAD VALENCIANA|||ANDRES MONLLOR CARBONELL,ANTONIO MEZQUIDA SEMPERE,DAVID ABAD RUIZ,GABRIEL GUILLEN GARCIA,GABRIEL DOMENECH BARDISA,JOSE-JUAN CRESPO CARSI,JUAN BERNABEU MARTINEZ,PURIFICACION GRACIA AGUILERA DE,VICENTE BALAGUER GISBERT|
000813|297-SE/F|Sección Especial (Fundaciones)|FUNDACION CASA DE LA CARIDAD DE GUADIX||20070315|FUNDACIÓN||||SANTA MARIA, 2|GUADIX|GRANADA|00000|ANDALUCIA|||ANTONIO FAJARDO RUIZ,JOSE FRANCISCO SERRANO GRANADOS,JUAN SAEZ MEDINA,JUAN SAEZ MEDINA,MANUEL MILLAN ARJONA|
000765|277-SE/F|Sección Especial (Fundaciones)|FUNDACION CASA DE MISERICORDIA||20060130|FUNDACIÓN||||LAIN CALVO, 63|MEDINA DE POMAR|BURGOS|00000|CASTILLA LEON|||JOSE LUIS CABRIA ORTEGA|
000081|28-SE/F|Sección Especial (Fundaciones)|FUNDACION CASA DE SANTIAGO||19870327|FUNDACIÓN||||GENERAL VIVES, 29|BARCELONA|BARCELONA|00000|CATALUÑA|||MARCELO GONZALEZ MARTIN|
000008|3-SE/F|Sección Especial (Fundaciones)|FUNDACION CASA MONSERRAT CUADRADA||19850207|FUNDACIÓN||||IGLESIA, 2|VALLS|TARRAGONA|00000|CATALUÑA|||JOSE PASCUAL PALAU|
000396|143-SE/F|Sección Especial (Fundaciones)|FUNDACION CASA SACERDOTAL||19960424|FUNDACIÓN||||LOPEZ BOTAS, 10|LAS PALMAS DE GRAN CANARIA|LAS PALMAS|00000|CANARIAS|||PEDRO SUAREZ MEDINA|
000377|136-SE/F|Sección Especial (Fundaciones)|FUNDACION CASAL DEL ROSER DE GISCLARENY||19950918|FUNDACIÓN||||CASAL DEL ROSER (ANTIGUA RECTORIA)|GISCLARENY|BARCELONA|00000|CATALUÑA|||CLEMENTINA MUR MUR,CONSOL AUBETS SOLANS,EMILI MARLES ROMEU,ENRIC ESTRENJER VIADER,EULALIA AURA LLARGUES,JOAN Mª LLADOS PEIRO,JORDI GONZALEZ MOLINA,JOSEP Mª RODO FIGUERAS,Mª. Mercé SIMÓ CIMA,VICENS VILA TOMASA|
000015|5-SE/F|Sección Especial (Fundaciones)|FUNDACION CASAS DE NUESTRA SEÑORA||19851008|FUNDACIÓN||||SAN JACINTO, 2|LOS NEGRALES|MADRID|00000|MADRID|||ANGEL GONZALEZ PRADO,ISABEL PEREZ PRIETO,JOAQUIN MARTIN ABAD,MARIA ALCAZAR SANCHEZ-MASCARAQUE ABAD,MARIA CANDELAS MARTIN JIMENEZ,MARIA SOLEDAD CRUZ-CONDE CONDE,MARIA TERESA DE LA FUENTE ANTUNEZ,MERCEDES PEREZ MARTI,MERCEDES BASUALDO ZURUMENDI,NICOLASA ACERO CAMINERO|
000343|124-SE/F|Sección Especial (Fundaciones)|FUNDACION CASAS DIOCESANAS DE ACOGIDA||19940503|FUNDACIÓN||||CASILLAS DE PRATS, 5 BAJO|GRANADA|GRANADA|00000|ANDALUCIA|||Eduardo LOPEZ-HUERTAS LEON,Magdalena Herrera Barranco|
000873|325-SE/F|Sección Especial (Fundaciones)|FUNDACION CATARINEU||20091023|FUNDACIÓN||||DIPUTACIO, 231|BARCELONA|BARCELONA|00000|CATALUÑA|||FRANCESC PRIETO RODRIGUEZ,JOSEP MARIA TURULL GARRIGA,RAMON BATLLE TOMAS|
000371|134-SE/F|Sección Especial (Fundaciones)|FUNDACION CATOLICA  DOÑA RICARDA GONZALO DE LIRIA Y BLESA||19950522|FUNDACIÓN||||PESCATERIA, 3|ALFAMBRA|TERUEL|00000|ARAGÓN|||CRISTOBAL NAVARRO FUENTES|
000574|207-SE/F|Sección Especial (Fundaciones)|FUNDACION CEMENTERIO PARROQUIAL DE CAMBRILS||20010322|FUNDACIÓN||||CARDENAL VIDAL I BARRAQUER,  20|CAMBRILS|TARRAGONA|00000|CATALUÑA|||ENRIC ORTONEDA VALLES,ESTEVE CAPELLA RECASENS,JOAN FERRANDO MASSAGUÉ,JOSEP M. VIDIELLA ALVAREZ,JOSEP M. SENSIO FRANCH,JOSEP M. CALVO ALCARRAZ,MARGARIDA SERRA SABATE,MARIA ANTONIA MORATO ARTIGA,RAMON MARTI I OLESTI,SALVADOR TUSET ROIGE|
000724|261-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTRE D'ESTUDIS PASTORALS DE LES DIOCESIS CATALANES- CEP||20040721|FUNDACIÓN||||RIVADENEYRA, 6, 3ª PLANTA|BARCELONA|BARCELONA|00000|CATALUÑA|||LLUIS MARTINEZ SISTACH|
000101|35-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTRO ABIERTO INFANTIL JUAN SALVADOR GAVIOTA||19870619|FUNDACIÓN||||NOU DE LA RAMBLA, 46|BARCELONA|BARCELONA|08001|CATALUÑA||www.centreobertgavina.org|AGUSTI LLOP VILANOVA,Cristina Manresa Rovira,Francesc Guell Alert,GUILLERMO DE QUEROL SALIMEI,Ignacio CASTELLA CASAS,Ignasi VIVES BACH,JORDI CAMOS GRAU,JORDI FRAMIS FERRER,JOSEP TUÑI PICADO,JOSEP MARIA LOZA XURIACH,LLUIS FRAMIS BACH,Nuria Valdivieso Font|
000506|184-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTRO DE ACOGIDA SAN FRANCISCO DE ASÍS||19990524|FUNDACIÓN||||SAN FRANCISCO JAVIER, 25|ALMERIA|ALMERÍA|00000|ANDALUCIA|||rosendo alvarez gastón|
023351||Sección Especial (Fundaciones)|FUNDACION CENTRO DE ORIENTACION FAMILIAR "SAGRADA FAMILIA" DE LA DIOCESIS DE ALBACETE||20170428|FUNDACIÓN||||Salamanca, 10|ALBACETE|ALBACETE|02001|CASTILLA LA MANCHA|||Luis Enrique MARTINEZ GALERA|
000819|300-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTRO DE ORIENTACION FAMILIAR DE LA DIOCESIS DE CALAHORRA Y LA CALZADA-LOGROÑO (COF RIOJA)||20070912|FUNDACIÓN||||MENENDEZ PELAYO, 2, 1º|LOGROÑO|LA RIOJA|00000|LARIOJA|||JOSE LUIS MORENO MARTINEZ|
000712|257-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTRO DE ORIENTACION FAMILIAR DE LA DIOCESIS DE SANTANDER||20040611|FUNDACIÓN||||AMOS DE ESCALANTE, 8, 6º E|SANTANDER|CANTABRIA|00000|CANTABRIA|||JOSE VILAPLANA BLASCO|
001044|389-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTRO DE ORIENTACION FAMILIAR DIOCESANO DE LUGO (COF DIOCESANO DE LUGO)||20130702|FUNDACIÓN||||ANGEL LOPEZ PEREZ, 12, LOCAL J|LUGO|LUGO|27002|GALICIA|||ALFONSO ANTONIO MARIA CARRASCO ROUCO,CAROLINA ROSARIO NAVAS ARANGUREN,JOSE MARIO VAZQUEZ CARBALLO,MANUEL JESUS GARCIA PEREZ,MARIA ELENA CENTENO EIZAGUIRRE,MARTIÑO RODRIGUEZ GONZALEZ,RODRIGO RUA IGLESIAS|
000579|208-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTRO DE ORIENTACION FAMILIAR INTERDIOCESANO (C.O.F. ALTO ARAGON)||20010516|FUNDACIÓN||||MANUEL ANGEL FERRER, 2, BAJOS|HUESCA|HUESCA|00000|ARAGÓN|||JAVIER OSES FLAMARIQUE,JOSE MARIA CONGET ARIZALETA,JUAN JOSE OMELLA OMELLA|
000643|231-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTRO DE SOLIDARIDAD DE CANTABRIA (CESCAN)||20021129|FUNDACIÓN||||ISABEL LA CATOLICA, 8|SANTANDER|CANTABRIA|00000|CANTABRIA|||JOSE VILAPLANA BLASCO|
000228|82-SE/F|Sección Especial (Fundaciones)|FUNDACION CENTRO DE SOLIDARIDAD DE ZARAGOZA PROYECTO HOMBRE||19900903|FUNDACIÓN||||MANUELA SANCHO, 3-9|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||Ana F. PABLO,Angel GARCIA DE JALON COMET,Jaime Jesús SANAU VILLARROYA|
